text,label
"Package delivery agent ko handover ho gaya hai.",0
"Booking status confirm hai.",0
"Payment successful hai, dhanyavaad.",0
"Monthly interest account me credit hua hai.",0
"Courier safely deliver ho gaya hai.",0
"UPI transaction record ho gayi hai.",0
"Recharge benefits successfully apply ho gaye hain.",0
"OTP 391628 verification ke liye hai.",0
"Bank alert: INR 800 credit hua hai.",0
"Travel ticket confirm hai.",0
"Electricity payment successfully record hui hai.",0
"Order delivery complete ho gayi hai.",0
"UPI payment confirm ho gayi hai.",0
"Recharge activate ho gaya hai.",0
"OTP 574183 login request ke liye hai.",0
"Account transaction successful rahi hai.",0
"Package successfully deliver ho gaya hai.",0
"Payment acknowledgment generate ho gaya hai.",0
"Booking active aur confirm hai.",0
"Recharge successful hai.",0
